Designator,Mid X,Mid Y,Rotation,Layer
C1,60.27,-76.0,0.0,top
C2,50.0,-88.0,180.0,top
C3,73.0,-88.388072,0.0,top
J1,44.0,-78.62,180.0,top
J2,45.27,-57.89,180.0,top
J3,70.0,-78.62,180.0,top
J4,68.73,-57.89,180.0,top
J5,48.132854,-82.194812,0.0,top
J6,62.0,-86.0,0.0,top
SW1,49.365,-111.91,0.0,top
SW2,49.365,-131.91,0.0,top
SW3,69.365,-111.91,0.0,top
SW4,69.365,-131.91,0.0,top
U1,59.0,-72.1375,270.0,top
U2,55.0,-81.0,90.0,top
